StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12
2023-11-22 13:00:07,2023-11-22 13:00:07,Survey Test,*******,100,0,True,2023-11-22 13:00:07,R_dbuTtzxuY0ZTDng,*******,*******,*******,*******,*******,*******,test,,30-39,"$30,000 - $49,000",4 or more,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree
2023-11-22 13:00:07,2023-11-22 13:00:07,Survey Test,*******,100,0,True,2023-11-22 13:00:07,R_1TvChimNN9ozaBM,*******,*******,*******,*******,*******,*******,test,,50-59,"$50,000 - $69,000",2,No,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree
2023-11-22 13:00:08,2023-11-22 13:00:08,Survey Test,*******,100,0,True,2023-11-22 13:00:08,R_3wpK3xc9mIr2u7c,*******,*******,*******,*******,*******,*******,test,,18-20,"$90,000 - $109,000",2,No,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
2023-11-22 13:00:08,2023-11-22 13:00:08,Survey Test,*******,100,0,True,2023-11-22 13:00:08,R_9MiEjs1gk8ZIkDA,*******,*******,*******,*******,*******,*******,test,,50-59,"$10,000 - $29,000",4 or more,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree
2023-11-22 13:00:08,2023-11-22 13:00:08,Survey Test,*******,100,0,True,2023-11-22 13:00:08,R_204kSnTM4sZGoVE,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$110,000 or more",None,No,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat disagree
2023-11-22 13:00:08,2023-11-22 13:00:08,Survey Test,*******,100,0,True,2023-11-22 13:00:08,R_e42aRzJWcsBXpsO,*******,*******,*******,*******,*******,*******,test,,50-59,"$30,000 - $49,000",2,No,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree
2023-11-22 13:00:08,2023-11-22 13:00:08,Survey Test,*******,100,0,True,2023-11-22 13:00:08,R_2rVsU5pSTMlO3Z4,*******,*******,*******,*******,*******,*******,test,,18-20,"$30,000 - $49,000",2,No,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree
2023-11-22 13:00:09,2023-11-22 13:00:09,Survey Test,*******,100,0,True,2023-11-22 13:00:09,R_4ZcOGKCRCHjrgh0,*******,*******,*******,*******,*******,*******,test,,30-39,"$10,000 - $29,000",None,Yes,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree
2023-11-22 13:00:09,2023-11-22 13:00:09,Survey Test,*******,100,0,True,2023-11-22 13:00:09,R_3Vri1mL1gbEEzCS,*******,*******,*******,*******,*******,*******,test,,40-49,"$30,000 - $49,000",None,Yes,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Somewhat agree
2023-11-22 13:00:09,2023-11-22 13:00:09,Survey Test,*******,100,0,True,2023-11-22 13:00:09,R_bjsXsdF3sBLX5hI,*******,*******,*******,*******,*******,*******,test,,40-49,"$110,000 or more",3,Yes,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree
2023-11-22 13:00:09,2023-11-22 13:00:09,Survey Test,*******,100,0,True,2023-11-22 13:00:09,R_9v0YBV4GK2RPdK6,*******,*******,*******,*******,*******,*******,test,,30-39,"$70,000 - $89,000",None,Yes,Somewhat disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree
2023-11-22 13:00:09,2023-11-22 13:00:09,Survey Test,*******,100,0,True,2023-11-22 13:00:10,R_dbz1t22i7gO2Wj4,*******,*******,*******,*******,*******,*******,test,,21-29,"$30,000 - $49,000",3,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree
2023-11-22 13:00:10,2023-11-22 13:00:10,Survey Test,*******,100,0,True,2023-11-22 13:00:10,R_4G7PpICpsmXZC0S,*******,*******,*******,*******,*******,*******,test,,40-49,"$30,000 - $49,000",None,Yes,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly Disagree
2023-11-22 13:00:10,2023-11-22 13:00:10,Survey Test,*******,100,0,True,2023-11-22 13:00:10,R_1B5CMHMro6mfk5E,*******,*******,*******,*******,*******,*******,test,,50-59,"$90,000 - $109,000",1,No,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree
2023-11-22 13:00:10,2023-11-22 13:00:10,Survey Test,*******,100,0,True,2023-11-22 13:00:10,R_bszG9AKhdoy4nOu,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$70,000 - $89,000",1,Yes,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree
2023-11-22 13:00:10,2023-11-22 13:00:10,Survey Test,*******,100,0,True,2023-11-22 13:00:10,R_0rpnQycdZ5W54I6,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$0 - $9,999",3,No,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree
2023-11-22 13:00:11,2023-11-22 13:00:11,Survey Test,*******,100,0,True,2023-11-22 13:00:11,R_cJjbRzyQRKyQvEG,*******,*******,*******,*******,*******,*******,test,,60 or older,"$90,000 - $109,000",2,No,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly Disagree
2023-11-22 13:00:11,2023-11-22 13:00:11,Survey Test,*******,100,0,True,2023-11-22 13:00:11,R_8CviCIygTsBGNGC,*******,*******,*******,*******,*******,*******,test,,50-59,"$10,000 - $29,000",2,Yes,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree
2023-11-22 13:00:11,2023-11-22 13:00:11,Survey Test,*******,100,0,True,2023-11-22 13:00:11,R_bPkHIykcMTkET1s,*******,*******,*******,*******,*******,*******,test,,18-20,"$90,000 - $109,000",3,Yes,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Strongly agree,Somewhat agree
2023-11-22 13:00:11,2023-11-22 13:00:11,Survey Test,*******,100,0,True,2023-11-22 13:00:11,R_01USvupIAleZN9c,*******,*******,*******,*******,*******,*******,test,,21-29,"$70,000 - $89,000",None,Yes,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree
2023-11-22 13:00:11,2023-11-22 13:00:11,Survey Test,*******,100,0,True,2023-11-22 13:00:12,R_0VulY7vfqqf5jeu,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$10,000 - $29,000",1,No,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-11-22 13:00:12,2023-11-22 13:00:12,Survey Test,*******,100,0,True,2023-11-22 13:00:12,R_7NFlXHMyHGBbWB0,*******,*******,*******,*******,*******,*******,test,,18-20,"$30,000 - $49,000",2,Yes,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree
2023-11-22 13:00:12,2023-11-22 13:00:12,Survey Test,*******,100,0,True,2023-11-22 13:00:12,R_0VDv8DKraCuFdpY,*******,*******,*******,*******,*******,*******,test,,18-20,"$0 - $9,999",3,Yes,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat agree
2023-11-22 13:00:12,2023-11-22 13:00:12,Survey Test,*******,100,0,True,2023-11-22 13:00:12,R_5oSds39D1EVoYIK,*******,*******,*******,*******,*******,*******,test,,50-59,"$110,000 or more",None,No,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree
2023-11-22 13:00:12,2023-11-22 13:00:12,Survey Test,*******,100,0,True,2023-11-22 13:00:12,R_d0fS0BMMeXRsbLU,*******,*******,*******,*******,*******,*******,test,,21-29,"$70,000 - $89,000",1,No,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly agree
2023-11-22 13:00:13,2023-11-22 13:00:13,Survey Test,*******,100,0,True,2023-11-22 13:00:13,R_8iwT74nDuhHDgUK,*******,*******,*******,*******,*******,*******,test,,30-39,"$90,000 - $109,000",None,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree
2023-11-22 13:00:13,2023-11-22 13:00:13,Survey Test,*******,100,0,True,2023-11-22 13:00:13,R_enDl3Imq1reEWAS,*******,*******,*******,*******,*******,*******,test,,50-59,"$30,000 - $49,000",2,No,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree
2023-11-22 13:00:13,2023-11-22 13:00:13,Survey Test,*******,100,0,True,2023-11-22 13:00:13,R_5dq8Vxqdb7vA58y,*******,*******,*******,*******,*******,*******,test,,30-39,"$110,000 or more",3,Yes,Strongly Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree
2023-11-22 13:00:13,2023-11-22 13:00:13,Survey Test,*******,100,0,True,2023-11-22 13:00:13,R_2gz1S27448ibv4q,*******,*******,*******,*******,*******,*******,test,,60 or older,"$110,000 or more",None,No,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree
2023-11-22 13:00:13,2023-11-22 13:00:13,Survey Test,*******,100,0,True,2023-11-22 13:00:14,R_0PPsucpdM5aET9c,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$30,000 - $49,000",1,No,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
2023-11-22 13:00:14,2023-11-22 13:00:14,Survey Test,*******,100,0,True,2023-11-22 13:00:14,R_erDJLe6zQ9KjJFc,*******,*******,*******,*******,*******,*******,test,,40-49,"$10,000 - $29,000",2,No,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
2023-11-22 13:00:14,2023-11-22 13:00:14,Survey Test,*******,100,0,True,2023-11-22 13:00:14,R_cwJ3pyIlDjXj4yi,*******,*******,*******,*******,*******,*******,test,,30-39,"$110,000 or more",3,No,Strongly Disagree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
2023-11-22 13:00:14,2023-11-22 13:00:14,Survey Test,*******,100,0,True,2023-11-22 13:00:14,R_cZOvjO7JDNaekrI,*******,*******,*******,*******,*******,*******,test,,30-39,"$110,000 or more",4 or more,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat agree
2023-11-22 13:00:14,2023-11-22 13:00:14,Survey Test,*******,100,0,True,2023-11-22 13:00:14,R_0TmzXyi4U5vlJwW,*******,*******,*******,*******,*******,*******,test,,21-29,"$50,000 - $69,000",1,Yes,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly Disagree
2023-11-22 13:00:14,2023-11-22 13:00:14,Survey Test,*******,100,0,True,2023-11-22 13:00:15,R_3kilEun4EYicB6e,*******,*******,*******,*******,*******,*******,test,,21-29,"$90,000 - $109,000",2,Yes,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly Disagree
2023-11-22 13:00:15,2023-11-22 13:00:15,Survey Test,*******,100,0,True,2023-11-22 13:00:15,R_2shSwSGTqispkX4,*******,*******,*******,*******,*******,*******,test,,40-49,"$30,000 - $49,000",2,Yes,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree
2023-11-22 13:00:15,2023-11-22 13:00:15,Survey Test,*******,100,0,True,2023-11-22 13:00:15,R_0NFXakfsBkCCEEm,*******,*******,*******,*******,*******,*******,test,,40-49,"$0 - $9,999",None,No,Strongly agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree
2023-11-22 13:00:15,2023-11-22 13:00:15,Survey Test,*******,100,0,True,2023-11-22 13:00:15,R_1TGTNhWOKbbrQY6,*******,*******,*******,*******,*******,*******,test,,30-39,"$110,000 or more",4 or more,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree
2023-11-22 13:00:16,2023-11-22 13:00:16,Survey Test,*******,100,0,True,2023-11-22 13:00:16,R_1Ijzxc9V6VSauc6,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$90,000 - $109,000",1,Yes,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat disagree
2023-11-22 13:00:16,2023-11-22 13:00:16,Survey Test,*******,100,0,True,2023-11-22 13:00:16,R_6h4tfyTkpSE5Urk,*******,*******,*******,*******,*******,*******,test,,30-39,"$30,000 - $49,000",None,No,Somewhat agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree
2023-11-22 13:00:16,2023-11-22 13:00:16,Survey Test,*******,100,0,True,2023-11-22 13:00:16,R_4VqoV4JrDBYlldA,*******,*******,*******,*******,*******,*******,test,,30-39,"$30,000 - $49,000",3,Yes,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree
2023-11-22 13:00:16,2023-11-22 13:00:16,Survey Test,*******,100,0,True,2023-11-22 13:00:16,R_6nAWkNlGDUyXK2q,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$70,000 - $89,000",1,Yes,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree
2023-11-22 13:00:16,2023-11-22 13:00:16,Survey Test,*******,100,0,True,2023-11-22 13:00:17,R_03vbIhh8RiIDV3M,*******,*******,*******,*******,*******,*******,test,,21-29,"$90,000 - $109,000",4 or more,Yes,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree
2023-11-22 13:00:17,2023-11-22 13:00:17,Survey Test,*******,100,0,True,2023-11-22 13:00:17,R_eWAF8V0EdG6xsr4,*******,*******,*******,*******,*******,*******,test,,40-49,"$110,000 or more",None,Yes,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat agree
2023-11-22 13:00:17,2023-11-22 13:00:17,Survey Test,*******,100,0,True,2023-11-22 13:00:17,R_2hQmKLdE7jvDet0,*******,*******,*******,*******,*******,*******,test,,21-29,"$30,000 - $49,000",3,No,Strongly Disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
2023-11-22 13:00:17,2023-11-22 13:00:17,Survey Test,*******,100,0,True,2023-11-22 13:00:17,R_cMg5OO6QZ3PgYbI,*******,*******,*******,*******,*******,*******,test,,40-49,"$90,000 - $109,000",3,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Somewhat disagree
2023-11-22 13:00:17,2023-11-22 13:00:17,Survey Test,*******,100,0,True,2023-11-22 13:00:17,R_6ERQboa1pZaA9HE,*******,*******,*******,*******,*******,*******,test,,40-49,"$0 - $9,999",None,No,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree
2023-11-22 13:00:18,2023-11-22 13:00:18,Survey Test,*******,100,0,True,2023-11-22 13:00:18,R_ehb2rJWm3SkuJhQ,*******,*******,*******,*******,*******,*******,test,,50-59,"$30,000 - $49,000",None,No,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-11-22 13:00:18,2023-11-22 13:00:18,Survey Test,*******,100,0,True,2023-11-22 13:00:18,R_6M2C3za8m4XBgHA,*******,*******,*******,*******,*******,*******,test,,50-59,"$0 - $9,999",3,No,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree
2023-11-22 13:00:18,2023-11-22 13:00:18,Survey Test,*******,100,0,True,2023-11-22 13:00:18,R_cARsJPs1qGCIA4e,*******,*******,*******,*******,*******,*******,test,,60 or older,"$0 - $9,999",4 or more,No,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
2023-11-22 13:00:18,2023-11-22 13:00:18,Survey Test,*******,100,0,True,2023-11-22 13:00:19,R_8IDFZ4hcV7BOwUC,*******,*******,*******,*******,*******,*******,test,,30-39,"$70,000 - $89,000",2,No,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree
2023-11-22 13:00:19,2023-11-22 13:00:19,Survey Test,*******,100,0,True,2023-11-22 13:00:19,R_9MPBY2NM1Az7auO,*******,*******,*******,*******,*******,*******,test,,50-59,"$50,000 - $69,000",4 or more,Yes,Somewhat agree,Somewhat agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree
2023-11-22 13:00:19,2023-11-22 13:00:19,Survey Test,*******,100,0,True,2023-11-22 13:00:19,R_0dD24SvKbLjlgzQ,*******,*******,*******,*******,*******,*******,test,,18-20,"$90,000 - $109,000",4 or more,No,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Strongly Disagree
2023-11-22 13:00:19,2023-11-22 13:00:19,Survey Test,*******,100,0,True,2023-11-22 13:00:19,R_3PNjAXKhWLYsv3w,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$70,000 - $89,000",None,No,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat disagree
2023-11-22 13:00:19,2023-11-22 13:00:19,Survey Test,*******,100,0,True,2023-11-22 13:00:19,R_ePNzWdqby0PO7DE,*******,*******,*******,*******,*******,*******,test,,50-59,"$30,000 - $49,000",1,No,Somewhat disagree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree
